nohup: ignoring input
2026-04-26 18:26:29,304 INFO __main__ — Demand file SHA-256: 03b0bea6551ce8630ecbb0bbee95babf01ae183fa7d28a220965ca151a9b4bbe
2026-04-26 18:26:29,305 INFO __main__ — Derived S = 45046  (mean=39432.5, std=3402.2)
2026-04-26 18:26:29,305 INFO __main__ — Derived safety stock = 5614
2026-04-26 18:26:29,305 INFO __main__ — World events enabled: {'conflict', 'pandemic', 'port_disruption'}
2026-04-26 18:26:29,305 INFO __main__ — === Starting experiment: baselines ===
2026-04-26 18:26:29,308 INFO __main__ — Condition naive_passthrough: completed 1/100 (attempt 1, replacements: 0)
2026-04-26 18:26:29,311 INFO __main__ — Condition naive_passthrough: completed 2/100 (attempt 2, replacements: 0)
2026-04-26 18:26:29,315 INFO __main__ — Condition naive_passthrough: completed 3/100 (attempt 3, replacements: 0)
2026-04-26 18:26:29,318 INFO __main__ — Condition naive_passthrough: completed 4/100 (attempt 4, replacements: 0)
2026-04-26 18:26:29,321 INFO __main__ — Condition naive_passthrough: completed 5/100 (attempt 5, replacements: 0)
2026-04-26 18:26:29,324 INFO __main__ — Condition naive_passthrough: completed 6/100 (attempt 6, replacements: 0)
2026-04-26 18:26:29,327 INFO __main__ — Condition naive_passthrough: completed 7/100 (attempt 7, replacements: 0)
2026-04-26 18:26:29,330 INFO __main__ — Condition naive_passthrough: completed 8/100 (attempt 8, replacements: 0)
2026-04-26 18:26:29,333 INFO __main__ — Condition naive_passthrough: completed 9/100 (attempt 9, replacements: 0)
2026-04-26 18:26:29,336 INFO __main__ — Condition naive_passthrough: completed 10/100 (attempt 10, replacements: 0)
2026-04-26 18:26:29,339 INFO __main__ — Condition naive_passthrough: completed 11/100 (attempt 11, replacements: 0)
2026-04-26 18:26:29,342 INFO __main__ — Condition naive_passthrough: completed 12/100 (attempt 12, replacements: 0)
2026-04-26 18:26:29,345 INFO __main__ — Condition naive_passthrough: completed 13/100 (attempt 13, replacements: 0)
2026-04-26 18:26:29,348 INFO __main__ — Condition naive_passthrough: completed 14/100 (attempt 14, replacements: 0)
2026-04-26 18:26:29,351 INFO __main__ — Condition naive_passthrough: completed 15/100 (attempt 15, replacements: 0)
2026-04-26 18:26:29,354 INFO __main__ — Condition naive_passthrough: completed 16/100 (attempt 16, replacements: 0)
2026-04-26 18:26:29,357 INFO __main__ — Condition naive_passthrough: completed 17/100 (attempt 17, replacements: 0)
2026-04-26 18:26:29,360 INFO __main__ — Condition naive_passthrough: completed 18/100 (attempt 18, replacements: 0)
2026-04-26 18:26:29,363 INFO __main__ — Condition naive_passthrough: completed 19/100 (attempt 19, replacements: 0)
2026-04-26 18:26:29,367 INFO __main__ — Condition naive_passthrough: completed 20/100 (attempt 20, replacements: 0)
2026-04-26 18:26:29,370 INFO __main__ — Condition naive_passthrough: completed 21/100 (attempt 21, replacements: 0)
2026-04-26 18:26:29,373 INFO __main__ — Condition naive_passthrough: completed 22/100 (attempt 22, replacements: 0)
2026-04-26 18:26:29,376 INFO __main__ — Condition naive_passthrough: completed 23/100 (attempt 23, replacements: 0)
2026-04-26 18:26:29,379 INFO __main__ — Condition naive_passthrough: completed 24/100 (attempt 24, replacements: 0)
2026-04-26 18:26:29,382 INFO __main__ — Condition naive_passthrough: completed 25/100 (attempt 25, replacements: 0)
2026-04-26 18:26:29,385 INFO __main__ — Condition naive_passthrough: completed 26/100 (attempt 26, replacements: 0)
2026-04-26 18:26:29,388 INFO __main__ — Condition naive_passthrough: completed 27/100 (attempt 27, replacements: 0)
2026-04-26 18:26:29,392 INFO __main__ — Condition naive_passthrough: completed 28/100 (attempt 28, replacements: 0)
2026-04-26 18:26:29,395 INFO __main__ — Condition naive_passthrough: completed 29/100 (attempt 29, replacements: 0)
2026-04-26 18:26:29,398 INFO __main__ — Condition naive_passthrough: completed 30/100 (attempt 30, replacements: 0)
2026-04-26 18:26:29,401 INFO __main__ — Condition naive_passthrough: completed 31/100 (attempt 31, replacements: 0)
2026-04-26 18:26:29,404 INFO __main__ — Condition naive_passthrough: completed 32/100 (attempt 32, replacements: 0)
2026-04-26 18:26:29,407 INFO __main__ — Condition naive_passthrough: completed 33/100 (attempt 33, replacements: 0)
2026-04-26 18:26:29,410 INFO __main__ — Condition naive_passthrough: completed 34/100 (attempt 34, replacements: 0)
2026-04-26 18:26:29,413 INFO __main__ — Condition naive_passthrough: completed 35/100 (attempt 35, replacements: 0)
2026-04-26 18:26:29,416 INFO __main__ — Condition naive_passthrough: completed 36/100 (attempt 36, replacements: 0)
2026-04-26 18:26:29,419 INFO __main__ — Condition naive_passthrough: completed 37/100 (attempt 37, replacements: 0)
2026-04-26 18:26:29,422 INFO __main__ — Condition naive_passthrough: completed 38/100 (attempt 38, replacements: 0)
2026-04-26 18:26:29,425 INFO __main__ — Condition naive_passthrough: completed 39/100 (attempt 39, replacements: 0)
